ATC	RELEASE	FRNUMBER	LT	PLATFORM	SHELF
TRANSPORT_AES_DS_NCY_12	R6.2	ALU02642142	X	HOST	X
TRANSPORT_AES_DS_NCY_12	R6.2.02	ALU02642142	X	HOST	X
TRANSPORT_AES_DS_NCY_12	R6.2.03	ALU02642142	X	HOST	X
TRANSPORT_AES_DS_NCY_12	R20.09	ALU02642142	X	HOST	X
TRANSPORT_XPON_ENTITY_NCY_03	R6.2	ALU02642142	X	HOST	X
TRANSPORT_XPON_ENTITY_NCY_03	R6.2.02	ALU02642142	X	HOST	X
TRANSPORT_XPON_ENTITY_NCY_03	R6.2.03	ALU02642142	X	HOST	X
TRANSPORT_XPON_ENTITY_NCY_03	R20.09	ALU02642142	X	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.5	ALU02263699	NANT-A	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.5	ALU02263699	NRNT-A	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.5	ALU02263699	NANT-E	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.5	ALU02263699	NANT-D	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.5.01	ALU02263699	NANT-A	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.5.01	ALU02263699	NRNT-A	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.5.01	ALU02263699	NANT-E	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.5.01	ALU02263699	NANT-D	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.6	ALU02263699	NANT-A	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.6	ALU02263699	NRNT-A	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.6	ALU02263699	NANT-E	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.6	ALU02263699	NANT-D	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.6.01	ALU02263699	NANT-A	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.6.01	ALU02263699	NRNT-A	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.6.01	ALU02263699	NANT-E	HOST	X
STAT_ERRLOG_NON_RECOV_01	R5.6.01	ALU02263699	NANT-D	HOST	X
EQMT_BOARDREPLAN_CLEANUP_01	R5.5	ALU02283264	FANT-F	HOST	X
EQMT_BOARDREPLAN_CLEANUP_01	R5.5.01	ALU02283264	FANT-F	HOST	X
EQMT_BOARDREPLAN_CLEANUP_01	R5.6	ALU02283264	FANT-F	HOST	X
EQMT_BOARDREPLAN_CLEANUP_01	R5.6.01	ALU02283264	FANT-F	HOST	X
XDSL_VECT_AUTODISC_CREATE_01	R5.4	ALU02165877 	X	TARGET	X
XDSL_VECT_AUTODISC_CREATE_01	R5.4.02	ALU02165877 	X	TARGET	X
XDSL_VECT_AUTODISC_CREATE_01	R5.5	ALU02165877 	X	TARGET	X
XDSL_VECT_AUTODISC_CREATE_01	R5.5.01	ALU02165877 	X	TARGET	X
XDSL_VECT_AUTODISC_CREATE_01	R5.6	ALU02165877 	X	TARGET	X
LINETEST_SIP_POTS_FEEDV_01,LINETEST_SIP_POTS_FEEDV_02,	LINETEST_SIP_POTS_BLKCONT_02,TA_SELT_BROADBAND_12,NGVR_L2FWD_TRAF_13,P-MGMT_CLI_44,INCOND_GPON_PON_STATISTIC_STARTUP_01,	R5.6	ALU02308981	X	TARGET	X
MGMT_SSH_PT_13	R6.0	ALU02465305	X	HOST	X
SYSTEM_NCY_PERF_01	R6.0	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_01	R6.0.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_01	R6.0.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_01	R6.1	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_01	R6.1.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_01	R6.1.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_01	R6.2	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_01	R6.2.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_01	R6.2.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_01	R6.2.03	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_01	R6.3	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_01	R20.09	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_03	R6.0	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_03	R6.0.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_03	R6.0.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_03	R6.1	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_03	R6.1.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_03	R6.1.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_03	R6.2	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_03	R6.2.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_03	R6.2.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_03	R6.2.03	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_03	R6.3	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_03	R20.09	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_04	R6.0	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_04	R6.0.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_04	R6.0.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_04	R6.1	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_04	R6.1.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_04	R6.1.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_04	R6.2	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_04	R6.2.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_04	R6.2.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_04	R6.2.03	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_04	R6.3	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_04	R20.09	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_05	R6.0	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_05	R6.0.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_05	R6.0.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_05	R6.1	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_05	R6.1.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_05	R6.1.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_05	R6.2	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_05	R6.2.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_05	R6.2.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_05	R6.2.03	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_05	R6.3	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_05	R20.09	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_07	R6.0	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_07	R6.0.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_07	R6.0.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_07	R6.1	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_07	R6.1.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_07	R6.1.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_07	R6.2	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_07	R6.2.01	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_07	R6.2.02	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_07	R6.2.03	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_07	R6.3	ALU02516645	SFHM-B	HOST	X
SYSTEM_NCY_PERF_07	R20.09	ALU02516645	SFHM-B	HOST	X
TRANSPORT_VDSL2_OPER_DATA_LINE_DIAGNOSTICS_NCY_01	R6.0	ALU02510267	X	X	X
TRANSPORT_VDSL2_OPER_DATA_LINE_DIAGNOSTICS_NCY_01	R6.0.01	ALU02510267	X	X	X
FR_STABILITY_INCOND_BOARD_16	R5.7	ALU02384879	NRNT-A	HOST	X
FR_STABILITY_INCOND_BOARD_16	R5.7	ALU02384879	NDLS-E	HOST	X
FR_ADMIN_EQUIPMENT_01	R5.6	ALU02323298	NANT-A	HOST	X
FR_ADMIN_EQUIPMENT_01	R5.6.01	ALU02323298	NANT-A	HOST	X
FR_ADMIN_EQUIPMENT_01	R5.7	ALU02323298	NANT-A	HOST	X
FR_ADMIN_EQUIPMENT_01	R5.7.01	ALU02323298	NANT-A	HOST	X
FR_ADMIN_EQUIPMENT_01	R5.8	ALU02323298	NANT-A	HOST	X
FR_ADMIN_EQUIPMENT_01	R6.0	ALU02323298	NANT-A	HOST	X
NGVR_INCOND_STARTUP_OPERATIONAL	R6.2.02	ALU02587216	X	TARGET	RVXSA
NGVR_INCOND_STARTUP_OPERATIONAL	R6.2.03	ALU02587216	X	TARGET	RVXSA
NGVR_INCOND_STARTUP_OPERATIONAL	R6.2.04	ALU02587216	X	TARGET	RVXSA
NGVR_INCOND_STARTUP_OPERATIONAL	R6.3	ALU02587216	X	TARGET	RVXSA
NGVR_INCOND_STARTUP_OPERATIONAL	R20.09	ALU02587216	X	TARGET	RVXSA
NGVR_L2FWD_TRAF_03	R6.2.02	ALU02587216	X	TARGET	RVXSA
NGVR_L2FWD_TRAF_03	R6.2.03	ALU02587216	X	TARGET	RVXSA
NGVR_L2FWD_TRAF_03	R6.2.04	ALU02587216	X	TARGET	RVXSA
NGVR_L2FWD_TRAF_03	R6.3	ALU02587216	X	TARGET	RVXSA
NGVR_L2FWD_TRAF_03	R20.09	ALU02587216	X	TARGET	RVXSA
XDSL_VECT_LR_LINEASSOC_01	R6.2.02	ALU02587216	X	TARGET	RVXSA
XDSL_VECT_LR_LINEASSOC_01	R6.2.03	ALU02587216	X	TARGET	RVXSA
XDSL_VECT_LR_LINEASSOC_01	R6.2.04	ALU02587216	X	TARGET	RVXSA
XDSL_VECT_LR_LINEASSOC_01	R6.3	ALU02587216	X	TARGET	RVXSA
XDSL_VECT_LR_LINEASSOC_01	R20.09	ALU02587216	X	TARGET	RVXSA
NGVR_EQPT_14	R6.2.02	ALU02587216	X	TARGET	RVXSA
NGVR_EQPT_14	R6.2.03	ALU02587216	X	TARGET	RVXSA
NGVR_EQPT_14	R6.2.04	ALU02587216	X	TARGET	RVXSA
NGVR_EQPT_14	R6.3	ALU02587216	X	TARGET	RVXSA
NGVR_EQPT_14	R20.09	ALU02587216	X	TARGET	RVXSA
DPU_L2FWD_VLAN_TRAF_07	R5.7	ALU02390300 	X	TARGET	X
L2FWD_VLANMGMT_FWDR-CC_NCY_16	R6.0	ALU02477296 	SFLT-A	HOST	X
L2FWD_VLANMGMT_FWDR-CC_NCY_16	R6.0.01	ALU02477296 	SFLT-A	HOST	X
L2FWD_VLANMGMT_FWDR-CC_NCY_16	R6.1	ALU02477296 	SFLT-A	HOST	X
MGMT_CONFD_OPERATION_VALIDATE-MESSAGES_NCY_06	R5.8	ALU02470066 	X	HOST	X
MGMT_CONFD_OPERATION_VALIDATE-MESSAGES_NCY_06	R5.8.01	ALU02470066 	X	HOST	X
MGMT_CONFD_OPERATION_VALIDATE-MESSAGES_NCY_06	R6.0	ALU02470066 	X	HOST	X
MGMT_CONFD_OPERATION_VALIDATE-MESSAGES_NCY_06	R6.0.01	ALU02470066 	X	HOST	X
INCOND_RETR_ERRLOG_NCY_01	R6.1.01	ALU02582556	X	TARGET	CFERC
GFAST_CLEANUP_01	R5.7	ALU02401951	SRNT-D	TARGET	X
GFAST_CLEANUP_01	R5.7.01	ALU02401951	SRNT-D	TARGET	X
SEC_ACCOUNT_SYSLOG_03	R6.2	ALU02598034 	X	HOST	X
SEC_ACCOUNT_SYSLOG_03	R6.2.01	ALU02598034 	X	HOST	X
SEC_ACCOUNT_SYSLOG_03	R6.2.02	ALU02598034 	X	HOST	X
SEC_ACCOUNT_SYSLOG_03	R6.2.03	ALU02598034 	X	HOST	X
SEC_ACCOUNT_SYSLOG_03	R6.3	ALU02598034 	X	HOST	X
SEC_ACCOUNT_SYSLOG_03	R20.09	ALU02598034 	X	HOST	X
STAT_ERRLOG_NOTIFY_ONLY_01	R5.8	ALU02424729	NANT-A	HOST	X
STAT_ERRLOG_NOTIFY_ONLY_01	R5.8.01	ALU02424729	NANT-A	HOST	X
DPU_CONFD_02	R5.8	ALU02431646 	SRNT-D	HOST	X
DPU_CONFD_02	R5.8.01	ALU02431646 	SRNT-D	HOST	X
DPU_CONFD_03	R5.8	ALU02431646 	SRNT-D	HOST	X
DPU_CONFD_03	R5.8.01	ALU02431646 	SRNT-D	HOST	X
DPU_CONFD_04	R5.8	ALU02431646 	SRNT-D	HOST	X
DPU_CONFD_04	R5.8.01	ALU02431646 	SRNT-D	HOST	X
MGMT_SESSION_PMA_CALLHOME_TLS_CIPHER_SUITE_NCY_01	R5.8	ALU02437061	DRNT-B	HOST	X
MGMT_SESSION_PMA_CALLHOME_TLS_CIPHER_SUITE_NCY_01	R5.8.01	ALU02437061	DRNT-B	HOST	X
MGMT_SESSION_PMA_CALLHOME_TLS_CIPHER_SUITE_NCY_01	R6.0	ALU02437061	DRNT-B	HOST	X
MGMT_SESSION_PMA_CALLHOME_TLS_CIPHER_SUITE_NCY_01	R6.0.01	ALU02437061	DRNT-B	HOST	X
MGMT_SESSION_PMA_CALLHOME_TLS_CIPHER_SUITE_NCY_02	R5.8	ALU02437061	DRNT-B	HOST	X
MGMT_SESSION_PMA_CALLHOME_TLS_CIPHER_SUITE_NCY_02	R5.8.01	ALU02437061	DRNT-B	HOST	X
MGMT_SESSION_PMA_CALLHOME_TLS_CIPHER_SUITE_NCY_02	R6.0	ALU02437061	DRNT-B	HOST	X
MGMT_SESSION_PMA_CALLHOME_TLS_CIPHER_SUITE_NCY_02	R6.0.01	ALU02437061	DRNT-B	HOST	X
MGMT_SESSION_PMA_CALLHOME_SESSION_NCY_03	R5.8	ALU02437061	DRNT-B	HOST	X
MGMT_SESSION_PMA_CALLHOME_SESSION_NCY_03	R5.8.01	ALU02437061	DRNT-B	HOST	X
MGMT_SESSION_PMA_CALLHOME_SESSION_NCY_03	R6.0	ALU02437061	DRNT-B	HOST	X
MGMT_SESSION_PMA_CALLHOME_SESSION_NCY_03	R6.0.01	ALU02437061	DRNT-B	HOST	X
MGMT_TELNET_CLI_INBAND_NCY_01	R5.8	ALU02441926	DRNT-B	HOST	X
MGMT_TELNET_CLI_INBAND_NCY_01	R5.8.01	ALU02441926	DRNT-B	HOST	X
MGMT_TELNET_CLI_INBAND_NCY_01	R6.0	ALU02441926	DRNT-B	HOST	X
MGMT_TELNET_CLI_INBAND_NCY_01	R6.0.01	ALU02441926	DRNT-B	HOST	X
MGMT_TELNET_CLI_INBAND_NCY_01	R6.1	ALU02441926	DRNT-B	HOST	X
VDSL2_CONFIG_LSPROF_REG_BC9_OLR_01	R6.2	ALU02687342	X	HOST	X
VDSL2_CONFIG_LSPROF_REG_BC9_OLR_01	R6.2.03	ALU02687342	X	HOST	X
VDSL2_CONFIG_LSPROF_REG_BC9_OLR_01	R20.09	ALU02687342	X	HOST	X
VDSL2_CONFIG_LSPROF_REG_BC8_OLR_01	R6.2	ALU02687342	X	HOST	X
VDSL2_CONFIG_LSPROF_REG_BC8_OLR_01	R6.2.03	ALU02687342	X	HOST	X
VDSL2_CONFIG_LSPROF_REG_BC8_OLR_01	R20.09	ALU02687342	X	HOST	X
DPU_L2FWD_VLAN_CONF_06	R5.8	ALU02450418	X	HOST	X
DPU_L2FWD_VLAN_CONF_06	R5.8.01	ALU02450418	X	HOST	X
GFAST_CONF_LINE_DIRECT_DEFAULT_01	R6.2	ALU02666902	X	HOST	X
GFAST_CONF_LINE_DIRECT_DEFAULT_01	R6.2.03	ALU02666902	X	HOST	X
GFAST_CONF_LINE_DIRECT_DEFAULT_01	R20.09	ALU02666902	X	HOST	X
SUBMGMT_DHCP_OPT82_FUNC_NCY_09	R6.0	ALU02626509 	FGLT-B	X	X
DPU_ETH_CONF_06	R5.8	ALU02441536	SRNT-D	HOST	X
NGVR_INCOND_STARTUP_MEGACO_CFG_06	R6.2.02	ALU02641807	X	TARGET	X
NGVR_INCOND_STARTUP_MEGACO_CFG_06	R6.2.03	ALU02641807	X	TARGET	X
NGVR_INCOND_STARTUP_MEGACO_CFG_06	R6.2.04	ALU02641807	X	TARGET	X
NGVR_INCOND_STARTUP_MEGACO_CFG_06	R6.3	ALU02641807	X	TARGET	X
NGVR_INCOND_STARTUP_MEGACO_CFG_06	R20.09	ALU02641807	X	TARGET	X
NGVR_ALM_CFG_01	R6.2.02	ALU02641807	X	TARGET	X
NGVR_ALM_CFG_01	R6.2.03	ALU02641807	X	TARGET	X
NGVR_ALM_CFG_01	R6.2.04	ALU02641807	X	TARGET	X
NGVR_ALM_CFG_01	R6.3	ALU02641807	X	TARGET	X
NGVR_ALM_CFG_01	R20.09	ALU02641807	X	TARGET	X
NGVR_LINETEST_ISV_DIALTONE_01	R6.2.02	ALU02641807	X	TARGET	X
NGVR_LINETEST_ISV_DIALTONE_01	R6.2.03	ALU02641807	X	TARGET	X
NGVR_LINETEST_ISV_DIALTONE_01	R6.2.04	ALU02641807	X	TARGET	X
NGVR_LINETEST_ISV_DIALTONE_01	R6.3	ALU02641807	X	TARGET	X
NGVR_LINETEST_ISV_DIALTONE_01	R20.09	ALU02641807	X	TARGET	X
P-MGMT_CLI_01	R6.2	ALU02539579	X	HOST	X
P-MGMT_CLI_01	R6.2.01	ALU02539579	X	HOST	X
P-MGMT_CLI_01	R6.2.02	ALU02539579	X	HOST	X
P-MGMT_CLI_01	R6.2.03	ALU02539579	X	HOST	X
P-MGMT_CLI_01	R6.2.04	ALU02539579	X	HOST	X
P-MGMT_CLI_43	R6.2	ALU02539579	X	HOST	X
P-MGMT_CLI_43	R6.2.01	ALU02539579	X	HOST	X
P-MGMT_CLI_43	R6.2.02	ALU02539579	X	HOST	X
P-MGMT_CLI_43	R6.2.03	ALU02539579	X	HOST	X
P-MGMT_CLI_43	R6.2.04	ALU02539579	X	HOST	X
STAT_ERRLOG_NON_RECOV_01	R6.1	ALU02547608 	NGLT-A	TARGET	NFXSE
STAT_ERRLOG_NON_RECOV_01	R6.1.01	ALU02547608 	NGLT-A	TARGET	NFXSE
TRAF_ANTISPOOF_03	R6.2.02	ALU02560575 	X	TARGET	NFXSA
TRAF_ANTISPOOF_03	R6.2.03	ALU02560575 	X	TARGET	NFXSA
TRAF_ANTISPOOF_03	R6.2.04	ALU02560575 	X	TARGET	NFXSA
TRAF_ANTISPOOF_03	R6.3	ALU02560575 	X	TARGET	NFXSA
TRAF_ANTISPOOF_03	R20.09	ALU02560575 	X	TARGET	NFXSA
Remote_4F_PROTOCOL_DHCPV6_01	R6.2.02	ALU02652786	X	TARGET	CFASJ
Remote_4F_PROTOCOL_DHCPV6_01	R6.2.03	ALU02652786	X	TARGET	CFASJ
Remote_4F_PROTOCOL_DHCPV6_01	R6.2.04	ALU02652786	X	TARGET	CFASJ
Remote_4F_PROTOCOL_DHCPV6_01	R6.3	ALU02652786	X	TARGET	CFASJ
Remote_4F_PROTOCOL_DHCPV6_01	R20.09	ALU02652786	X	TARGET	CFASJ
---	R6.3	ALU02642983 	X	TARGET	X
XDSL_GFAST_CONF_PROF_10	R5.8	ALU02475081 	DRNT-B	HOST	X
XDSL_GFAST_CONF_PROF_10	R5.8.01	ALU02475081 	DRNT-B	HOST	X
XDSL_GFAST_CONF_PROF_10	R6.0	ALU02475081 	DRNT-B	HOST	X
DPU_L2FWD_VLAN_TRAF_TAG_ALU02253274	R6.2	ALU02657790	X	HOST	X
DPU_L2FWD_VLAN_TRAF_TAG_ALU02253274	R6.2.02	ALU02657790	X	HOST	X
DPU_L2FWD_VLAN_TRAF_TAG_ALU02253274	R6.2.03	ALU02657790	X	HOST	X
DPU_L2FWD_VLAN_TRAF_TAG_ALU02253274	R20.09	ALU02657790	X	HOST	X
MGMT_NTP_CONF_03	R6.2.03	ALU02685605	X	HOST	X
MGMT_NTP_CONF_03	R6.2.04	ALU02685605	X	HOST	X
MGMT_NTP_CONF_03	R20.09	ALU02685605	X	HOST	X
IPPROXY_STATIC_ROUTE_V4	R6.2.03	ALU02685436 	X	HOST	X
IPPROXY_STATIC_ROUTE_V4	R20.09	ALU02685436 	X	HOST	X
MGMT_SSH_PT_14	R5.8.01	ALU02456740	X	HOST	X
MGMT_SSH_PT_14	R6.0	ALU02456740	X	HOST	X
SEC_ACCOUNT_SYSLOG_03	R6.2	ALU02598034 	X	HOST	X
XDSL_GFAST_CONF_LINE_01	R6.2.02	ALU02587216	SFLT-A	TARGET	CFASB
XDSL_GFAST_CONF_LINE_01	R6.2.03	ALU02587216	SFLT-A	TARGET	CFASB
XDSL_GFAST_CONF_LINE_01	R6.2.04	ALU02587216	SFLT-A	TARGET	CFASB
XDSL_GFAST_CONF_LINE_01	R6.3	ALU02587216	SFLT-A	TARGET	CFASB
XDSL_GFAST_CONF_LINE_01	R20.09	ALU02587216	SFLT-A	TARGET	CFASB
---	R6.1	ALU02593147	X	TARGET	CFERC
SEC_AUTHENTICATION_PWD_01	R6.2	ALU02685423	X	HOST	X
SEC_AUTHENTICATION_PWD_01	R6.2.03	ALU02685423	X	HOST	X
SEC_AUTHENTICATION_PWD_01	R20.09	ALU02685423	X	HOST	X
L2FWD_COMMOM_Validate_06	R6.2.02	ALU02660918	X	HOST	X
MCAST_COMMON_Validate_02	R6.2	ALU02593993	X	HOST	X
MCAST_COMMON_Validate_02	R6.2.01	ALU02593993	X	HOST	X
MCAST_COMMON_Validate_02	R6.2.02	ALU02593993	X	HOST	X
MCAST_COMMON_Validate_02	R6.2.03	ALU02593993	X	HOST	X
MCAST_COMMON_Validate_02	R6.3	ALU02593993	X	HOST	X
MCAST_COMMON_Validate_02	R20.09	ALU02593993	X	HOST	X
INCOND_YANG_PARSE_01	R6.0	ALU02530019	X	HOST	X
INCOND_YANG_PARSE_01	R6.0.01	ALU02530019	X	HOST	X
INCOND_YANG_PARSE_01	R6.0.02	ALU02530019	X	HOST	X
INCOND_YANG_PARSE_01	R6.1	ALU02530019	X	HOST	X
INCOND_YANG_PARSE_01	R6.1.01	ALU02530019	X	HOST	X
INCOND_YANG_PARSE_01	R6.1.02	ALU02530019	X	HOST	X
INCOND_YANG_PARSE_01	R6.2	ALU02530019	X	HOST	X
INCOND_YANG_PARSE_01	R6.2.01	ALU02530019	X	HOST	X
INCOND_YANG_PARSE_01	R6.2.02	ALU02530019	X	HOST	X
INCOND_YANG_PARSE_01	R6.2.03	ALU02530019	X	HOST	X
INCOND_YANG_PARSE_01	R6.3	ALU02530019	X	HOST	X
INCOND_YANG_PARSE_01	R20.09	ALU02530019	X	HOST	X
MAST_SHAH_ALM_01	R6.1.01	TEST-123	X	TARGET	X
---	R6.1	ALU02556979	X	TARGET	NFXSE
---	R6.1	ALU02556979	X	TARGET	NFXSE
SUBMGMT_P2P_DUALIWF_DHCPV4_03	R6.2.02	ALU02677948	X	TARGET	X
SUBMGMT_P2P_DUALIWF_DHCPV4_03	R6.2.03	ALU02677948	X	TARGET	X
SUBMGMT_P2P_DUALIWF_DHCPV4_03	R6.2.04	ALU02677948	X	TARGET	X
SUBMGMT_P2P_DUALIWF_DHCPV4_03	R6.3	ALU02677948	X	TARGET	X
SUBMGMT_P2P_DUALIWF_DHCPV4_03	R20.09	ALU02677948	X	TARGET	X
---	R6.1	ALU02682476	X	TARGET	CFERC
